1,4226,0,0.0078125,1,1,0
5,4227,0.5,0.50781,1,1,0
2,4228,0,0.0078125,2,1,0
6,4229,0.5,0.50781,2,1,0
3,4230,0,0.0078125,3,1,0
7,4231,0.5,0.50781,3,1,0
4,4232,0,0.0078125,4,1,0
8,4233,0.5,0.50781,4,1,0
10,4234,0.25,0.25781,1,1,0
11,4235,0.75,0.75781,1,1,0
12,4236,0.25,0.25781,2,1,0
13,4237,0.75,0.75781,2,1,0
14,4238,0.25,0.25781,3,1,0
15,4239,0.75,0.75781,3,1,0
16,4240,0.25,0.25781,4,1,0
17,4241,0.75,0.75781,4,1,0
26,4242,0.125,0.13281,1,1,0
27,4243,0.625,0.63281,1,1,0
28,4244,0.125,0.13281,2,1,0
29,4245,0.625,0.63281,2,1,0
30,4246,0.125,0.13281,3,1,0
31,4247,0.625,0.63281,3,1,0
32,4248,0.125,0.13281,4,1,0
33,4249,0.625,0.63281,4,1,0
34,4250,0.375,0.38281,1,1,0
35,4251,0.875,0.88281,1,1,0
36,4252,0.375,0.38281,2,1,0
37,4253,0.875,0.88281,2,1,0
38,4254,0.375,0.38281,3,1,0
39,4255,0.875,0.88281,3,1,0
40,4256,0.375,0.38281,4,1,0
41,4257,0.875,0.88281,4,1,0
82,4258,0.0625,0.070312,1,1,0
83,4259,0.5625,0.57031,1,1,0
84,4260,0.0625,0.070312,2,1,0
85,4261,0.5625,0.57031,2,1,0
86,4262,0.0625,0.070312,3,1,0
87,4263,0.5625,0.57031,3,1,0
88,4264,0.0625,0.070312,4,1,0
89,4265,0.5625,0.57031,4,1,0
90,4266,0.3125,0.32031,1,1,0
91,4267,0.8125,0.82031,1,1,0
92,4268,0.3125,0.32031,2,1,0
93,4269,0.8125,0.82031,2,1,0
94,4270,0.3125,0.32031,3,1,0
95,4271,0.8125,0.82031,3,1,0
96,4272,0.3125,0.32031,4,1,0
97,4273,0.8125,0.82031,4,1,0
98,4274,0.1875,0.19531,1,1,0
99,4275,0.6875,0.69531,1,1,0
100,4276,0.1875,0.19531,2,1,0
101,4277,0.6875,0.69531,2,1,0
102,4278,0.1875,0.19531,3,1,0
103,4279,0.6875,0.69531,3,1,0
104,4280,0.1875,0.19531,4,1,0
105,4281,0.6875,0.69531,4,1,0
106,4282,0.4375,0.44531,1,1,0
107,4283,0.9375,0.94531,1,1,0
108,4284,0.4375,0.44531,2,1,0
109,4285,0.9375,0.94531,2,1,0
110,4286,0.4375,0.44531,3,1,0
111,4287,0.9375,0.94531,3,1,0
112,4288,0.4375,0.44531,4,1,0
113,4289,0.9375,0.94531,4,1,0
290,4290,0.03125,0.039062,1,1,0
291,4291,0.53125,0.53906,1,1,0
292,4292,0.03125,0.039062,2,1,0
293,4293,0.53125,0.53906,2,1,0
294,4294,0.03125,0.039062,3,1,0
295,4295,0.53125,0.53906,3,1,0
296,4296,0.03125,0.039062,4,1,0
297,4297,0.53125,0.53906,4,1,0
298,4298,0.28125,0.28906,1,1,0
299,4299,0.78125,0.78906,1,1,0
300,4300,0.28125,0.28906,2,1,0
301,4301,0.78125,0.78906,2,1,0
302,4302,0.28125,0.28906,3,1,0
303,4303,0.78125,0.78906,3,1,0
304,4304,0.28125,0.28906,4,1,0
305,4305,0.78125,0.78906,4,1,0
306,4306,0.15625,0.16406,1,1,0
307,4307,0.65625,0.66406,1,1,0
308,4308,0.15625,0.16406,2,1,0
309,4309,0.65625,0.66406,2,1,0
310,4310,0.15625,0.16406,3,1,0
311,4311,0.65625,0.66406,3,1,0
312,4312,0.15625,0.16406,4,1,0
313,4313,0.65625,0.66406,4,1,0
314,4314,0.40625,0.41406,1,1,0
315,4315,0.90625,0.91406,1,1,0
316,4316,0.40625,0.41406,2,1,0
317,4317,0.90625,0.91406,2,1,0
318,4318,0.40625,0.41406,3,1,0
319,4319,0.90625,0.91406,3,1,0
320,4320,0.40625,0.41406,4,1,0
321,4321,0.90625,0.91406,4,1,0
322,4322,0.09375,0.10156,1,1,0
323,4323,0.59375,0.60156,1,1,0
324,4324,0.09375,0.10156,2,1,0
325,4325,0.59375,0.60156,2,1,0
326,4326,0.09375,0.10156,3,1,0
327,4327,0.59375,0.60156,3,1,0
328,4328,0.09375,0.10156,4,1,0
329,4329,0.59375,0.60156,4,1,0
330,4330,0.34375,0.35156,1,1,0
331,4331,0.84375,0.85156,1,1,0
332,4332,0.34375,0.35156,2,1,0
333,4333,0.84375,0.85156,2,1,0
334,4334,0.34375,0.35156,3,1,0
335,4335,0.84375,0.85156,3,1,0
336,4336,0.34375,0.35156,4,1,0
337,4337,0.84375,0.85156,4,1,0
338,4338,0.21875,0.22656,1,1,0
339,4339,0.71875,0.72656,1,1,0
340,4340,0.21875,0.22656,2,1,0
341,4341,0.71875,0.72656,2,1,0
342,4342,0.21875,0.22656,3,1,0
343,4343,0.71875,0.72656,3,1,0
344,4344,0.21875,0.22656,4,1,0
345,4345,0.71875,0.72656,4,1,0
346,4346,0.46875,0.47656,1,1,0
347,4347,0.96875,0.97656,1,1,0
348,4348,0.46875,0.47656,2,1,0
349,4349,0.96875,0.97656,2,1,0
350,4350,0.46875,0.47656,3,1,0
351,4351,0.96875,0.97656,3,1,0
352,4352,0.46875,0.47656,4,1,0
353,4353,0.96875,0.97656,4,1,0
1090,4354,0.015625,0.023438,1,1,0
1091,4355,0.51562,0.52344,1,1,0
1092,4356,0.015625,0.023438,2,1,0
1093,4357,0.51562,0.52344,2,1,0
1094,4358,0.015625,0.023438,3,1,0
1095,4359,0.51562,0.52344,3,1,0
1096,4360,0.015625,0.023438,4,1,0
1097,4361,0.51562,0.52344,4,1,0
1098,4362,0.26562,0.27344,1,1,0
1099,4363,0.76562,0.77344,1,1,0
1100,4364,0.26562,0.27344,2,1,0
1101,4365,0.76562,0.77344,2,1,0
1102,4366,0.26562,0.27344,3,1,0
1103,4367,0.76562,0.77344,3,1,0
1104,4368,0.26562,0.27344,4,1,0
1105,4369,0.76562,0.77344,4,1,0
1106,4370,0.14062,0.14844,1,1,0
1107,4371,0.64062,0.64844,1,1,0
1108,4372,0.14062,0.14844,2,1,0
1109,4373,0.64062,0.64844,2,1,0
1110,4374,0.14062,0.14844,3,1,0
1111,4375,0.64062,0.64844,3,1,0
1112,4376,0.14062,0.14844,4,1,0
1113,4377,0.64062,0.64844,4,1,0
1114,4378,0.39062,0.39844,1,1,0
1115,4379,0.89062,0.89844,1,1,0
1116,4380,0.39062,0.39844,2,1,0
1117,4381,0.89062,0.89844,2,1,0
1118,4382,0.39062,0.39844,3,1,0
1119,4383,0.89062,0.89844,3,1,0
1120,4384,0.39062,0.39844,4,1,0
1121,4385,0.89062,0.89844,4,1,0
1122,4386,0.078125,0.085938,1,1,0
1123,4387,0.57812,0.58594,1,1,0
1124,4388,0.078125,0.085938,2,1,0
1125,4389,0.57812,0.58594,2,1,0
1126,4390,0.078125,0.085938,3,1,0
1127,4391,0.57812,0.58594,3,1,0
1128,4392,0.078125,0.085938,4,1,0
1129,4393,0.57812,0.58594,4,1,0
1130,4394,0.32812,0.33594,1,1,0
1131,4395,0.82812,0.83594,1,1,0
1132,4396,0.32812,0.33594,2,1,0
1133,4397,0.82812,0.83594,2,1,0
1134,4398,0.32812,0.33594,3,1,0
1135,4399,0.82812,0.83594,3,1,0
1136,4400,0.32812,0.33594,4,1,0
1137,4401,0.82812,0.83594,4,1,0
1138,4402,0.20312,0.21094,1,1,0
1139,4403,0.70312,0.71094,1,1,0
1140,4404,0.20312,0.21094,2,1,0
1141,4405,0.70312,0.71094,2,1,0
1142,4406,0.20312,0.21094,3,1,0
1143,4407,0.70312,0.71094,3,1,0
1144,4408,0.20312,0.21094,4,1,0
1145,4409,0.70312,0.71094,4,1,0
1146,4410,0.45312,0.46094,1,1,0
1147,4411,0.95312,0.96094,1,1,0
1148,4412,0.45312,0.46094,2,1,0
1149,4413,0.95312,0.96094,2,1,0
1150,4414,0.45312,0.46094,3,1,0
1151,4415,0.95312,0.96094,3,1,0
1152,4416,0.45312,0.46094,4,1,0
1153,4417,0.95312,0.96094,4,1,0
1154,4418,0.046875,0.054688,1,1,0
1155,4419,0.54688,0.55469,1,1,0
1156,4420,0.046875,0.054688,2,1,0
1157,4421,0.54688,0.55469,2,1,0
1158,4422,0.046875,0.054688,3,1,0
1159,4423,0.54688,0.55469,3,1,0
1160,4424,0.046875,0.054688,4,1,0
1161,4425,0.54688,0.55469,4,1,0
1162,4426,0.29688,0.30469,1,1,0
1163,4427,0.79688,0.80469,1,1,0
1164,4428,0.29688,0.30469,2,1,0
1165,4429,0.79688,0.80469,2,1,0
1166,4430,0.29688,0.30469,3,1,0
1167,4431,0.79688,0.80469,3,1,0
1168,4432,0.29688,0.30469,4,1,0
1169,4433,0.79688,0.80469,4,1,0
1170,4434,0.17188,0.17969,1,1,0
1171,4435,0.67188,0.67969,1,1,0
1172,4436,0.17188,0.17969,2,1,0
1173,4437,0.67188,0.67969,2,1,0
1174,4438,0.17188,0.17969,3,1,0
1175,4439,0.67188,0.67969,3,1,0
1176,4440,0.17188,0.17969,4,1,0
1177,4441,0.67188,0.67969,4,1,0
1178,4442,0.42188,0.42969,1,1,0
1179,4443,0.92188,0.92969,1,1,0
1180,4444,0.42188,0.42969,2,1,0
1181,4445,0.92188,0.92969,2,1,0
1182,4446,0.42188,0.42969,3,1,0
1183,4447,0.92188,0.92969,3,1,0
1184,4448,0.42188,0.42969,4,1,0
1185,4449,0.92188,0.92969,4,1,0
1186,4450,0.10938,0.11719,1,1,0
1187,4451,0.60938,0.61719,1,1,0
1188,4452,0.10938,0.11719,2,1,0
1189,4453,0.60938,0.61719,2,1,0
1190,4454,0.10938,0.11719,3,1,0
1191,4455,0.60938,0.61719,3,1,0
1192,4456,0.10938,0.11719,4,1,0
1193,4457,0.60938,0.61719,4,1,0
1194,4458,0.35938,0.36719,1,1,0
1195,4459,0.85938,0.86719,1,1,0
1196,4460,0.35938,0.36719,2,1,0
1197,4461,0.85938,0.86719,2,1,0
1198,4462,0.35938,0.36719,3,1,0
1199,4463,0.85938,0.86719,3,1,0
1200,4464,0.35938,0.36719,4,1,0
1201,4465,0.85938,0.86719,4,1,0
1202,4466,0.23438,0.24219,1,1,0
1203,4467,0.73438,0.74219,1,1,0
1204,4468,0.23438,0.24219,2,1,0
1205,4469,0.73438,0.74219,2,1,0
1206,4470,0.23438,0.24219,3,1,0
1207,4471,0.73438,0.74219,3,1,0
1208,4472,0.23438,0.24219,4,1,0
1209,4473,0.73438,0.74219,4,1,0
1210,4474,0.48438,0.49219,1,1,0
1211,4475,0.98438,0.99219,1,1,0
1212,4476,0.48438,0.49219,2,1,0
1213,4477,0.98438,0.99219,2,1,0
1214,4478,0.48438,0.49219,3,1,0
1215,4479,0.98438,0.99219,3,1,0
1216,4480,0.48438,0.49219,4,1,0
1217,4481,0.98438,0.99219,4,1,0
