1,16642,0,0.0039062,1,1,0
5,16643,0.5,0.50391,1,1,0
2,16644,0,0.0039062,2,1,0
6,16645,0.5,0.50391,2,1,0
3,16646,0,0.0039062,3,1,0
7,16647,0.5,0.50391,3,1,0
4,16648,0,0.0039062,4,1,0
8,16649,0.5,0.50391,4,1,0
10,16650,0.25,0.25391,1,1,0
11,16651,0.75,0.75391,1,1,0
12,16652,0.25,0.25391,2,1,0
13,16653,0.75,0.75391,2,1,0
14,16654,0.25,0.25391,3,1,0
15,16655,0.75,0.75391,3,1,0
16,16656,0.25,0.25391,4,1,0
17,16657,0.75,0.75391,4,1,0
26,16658,0.125,0.12891,1,1,0
27,16659,0.625,0.62891,1,1,0
28,16660,0.125,0.12891,2,1,0
29,16661,0.625,0.62891,2,1,0
30,16662,0.125,0.12891,3,1,0
31,16663,0.625,0.62891,3,1,0
32,16664,0.125,0.12891,4,1,0
33,16665,0.625,0.62891,4,1,0
34,16666,0.375,0.37891,1,1,0
35,16667,0.875,0.87891,1,1,0
36,16668,0.375,0.37891,2,1,0
37,16669,0.875,0.87891,2,1,0
38,16670,0.375,0.37891,3,1,0
39,16671,0.875,0.87891,3,1,0
40,16672,0.375,0.37891,4,1,0
41,16673,0.875,0.87891,4,1,0
82,16674,0.0625,0.066406,1,1,0
83,16675,0.5625,0.56641,1,1,0
84,16676,0.0625,0.066406,2,1,0
85,16677,0.5625,0.56641,2,1,0
86,16678,0.0625,0.066406,3,1,0
87,16679,0.5625,0.56641,3,1,0
88,16680,0.0625,0.066406,4,1,0
89,16681,0.5625,0.56641,4,1,0
90,16682,0.3125,0.31641,1,1,0
91,16683,0.8125,0.81641,1,1,0
92,16684,0.3125,0.31641,2,1,0
93,16685,0.8125,0.81641,2,1,0
94,16686,0.3125,0.31641,3,1,0
95,16687,0.8125,0.81641,3,1,0
96,16688,0.3125,0.31641,4,1,0
97,16689,0.8125,0.81641,4,1,0
98,16690,0.1875,0.19141,1,1,0
99,16691,0.6875,0.69141,1,1,0
100,16692,0.1875,0.19141,2,1,0
101,16693,0.6875,0.69141,2,1,0
102,16694,0.1875,0.19141,3,1,0
103,16695,0.6875,0.69141,3,1,0
104,16696,0.1875,0.19141,4,1,0
105,16697,0.6875,0.69141,4,1,0
106,16698,0.4375,0.44141,1,1,0
107,16699,0.9375,0.94141,1,1,0
108,16700,0.4375,0.44141,2,1,0
109,16701,0.9375,0.94141,2,1,0
110,16702,0.4375,0.44141,3,1,0
